review,Improvement Suggestions,Questions and Answers,Experience Sharing,Technical Feedback,Support Request,Community Interaction,Course Comparison,Related Course Suggestions,not_praise
"Really poor course. Rather than starting from the basics, this course picks random information to work with. Week 1 was information anybody with a computer knows. Week 2 was really good. Week 3 and 4 were completely useless. Rather than starting from the basics they jump into picture manipulation and encoding. Dont take this class if you want to learn about coding.",0.0,0,0,0,0,0.0,0,0,1
"Ive started and failed to finish, even after two weeks, many on-line MOOCs and thought maybe it wasnt my style. This one has given me hope I can set up an environment and participate in a class that goes at a reasonable pace. I enjoy the teaching style and that the lectures are designed for people without a lot of (if any) CS or computing background, which is great for me. I come from the biology field and always wanted to learn programming but never gave it enough time or effort. This class has helped me come a long way from quitting course after course, to now believe that I can finish an entire on line class because it is meeting me at my level.",0.0,0,1,0,0,0.0,0,0,0
"This course has given me super information on how to become a better learner. Moreover, it has taught me that blindly following my passions isnt enough - I have to learn how to broaden them as well. Equipped with many tips and tools, I now feel confident to face challenging subjects with excitement rather than dread. Highly recommended!",0.0,0,1,0,0,0.0,0,0,0
"I have enjoyed this course immensely, thought due to some personal issues I didnt quite get to put the amount of time into it that I had hoped to. I found it very enlightening regardless and believe it has given me a better understanding of the environment which I work around. I greatly appreciate our professor, Coursera, and Duke University for having put this together and made this possible.",0.0,0,1,0,0,0.0,0,0,0
"This is a great course, if you want to hear The Questions you need to Answer to make a good game design for your game. It does not give you the answers, but it gives you a road map to follow.Downside of the course are Quizes and Peer Reviews. Quizes sometimes have shady and non-clear answers, especially for non-native English speakers. Assignments grading criteria makes your peers to choose from 1 to 5. And 5 is you did so awesome, that youve impressed your peer very much. And this is not happening often.",1.0,1,1,0,0,1.0,0,0,0
"I felt that the information in this course was very helpful, but that the modules were a little redundant. It seemed that 2 weeks of material was stretched into 4 so that Theory could be one course and Practice could be another. I am in the midst of Practice now, so my opinion may change and this may not be a fair assessment.",1.0,0,0,0,0,0.0,0,0,0
Very nice. Something to improve: mix quizes with videos and not all videos first and then the quizes,1.0,0,0,0,0,0.0,0,0,1
"The valuable information in this course got me the promotion I wanted.Higher management noticed I had changed my management style in a short time period and was pushing the employees to get the job done.In fast food its all about timers and labor.The employees trust me and I have confidence that shows. Not east considering they are mostly teens and young adults.Thank you, Tammy G.",0.0,0,1,0,0,0.0,0,0,0
"Thankful that a course like this exists, as most MOOCs are quite basic. And thanks to Coursera for running the courses even though attendance seems to be low (darn, that pesky calculus pre-requisite). Lecture quality is varied--some quite good (such as the lectures in Boot Camp I) and others seem like he hadnt looked at his notes for a long time. Its great to hear a stats professor talk about the strengths and weaknesses of many approaches. It complements a mathematical statistics book quite well. It would have been nice to have had some problems that were more challenging. Overall, while the Johns Hopkins Data Science MOOCs are pretty good, they are a bit more basic than whats available through MIT and Stanford.",1.0,0,1,0,0,0.0,1,0,0
"The information, videos, links additional reading do provide important information. However this course is aimed at teachers and that is not clear from the title and much less with the small amount of articles that are related to teaching. This course also has lots of issues with its quizzes; getting no support from staff on technical matters or feed back on why a true or false questions is always wrong.",1.0,0,0,1,1,0.0,0,0,1
"This course is way too basic, so basic it doesnt even cover some of the essential basics, like explaining what the Box Model is in CSS. The only reason I gave 2 stars is because you can still learn SOMETHING with it if you are a complete newbie, but it is very far to be reliable if you are aiming to be a professional. There is a long road to go after you finish this course, which makes me think the certificate is almost pointless and worthless.It also uses things that are generally considered a bad practice (like using DOM event attributes in the HTML). It is okay to present that to the students, but you should also mention that while they are there, it is usually not recommended to use them and explain what would be the recommended practice.I have taken courses from other sites like Codeschools, Codecademy and Treehouse and left Coursera for later because I believed that getting a certificate would require me to have some expertise, but so far I feel kind of disappointed with the Full Stack package.I am hoping it will get better with the next modules.",0.0,0,0,0,0,0.0,1,0,1
"Thank you very much Mr. Bloomfield ... !!!Great presentation, excellent demonstrations, indoor and outdoors and very assuring oratory skills. Appreciate all your efforts and looking forward to yet another opportunity to meet you virtually.One small area of disagreement though ... I refer to your video Week 3, Falling Balls I (time frame 5:12) (How Things Work) topic on Weight and Mass of an object where you point out two items from the grocery store, namely the Chocolate Bar and the bag of Cookies.Following information from US FDA regarding Food Labeling Guide, Net quantity of Contents Statement.>>>>>>>3. Should the net quantity of contents be stated in both grams and ounces?Answer: Food labels printed must show the net contents in both metric (grams, kilograms, milliliters, liters) and U.S. Customary System (ounces, pounds, fluid ounces) terms. The metric statement may be placed either before or after the U.S. Customary statement, or above or below it. Each of the following examples is correct (additional examples appear in the regulations):Net wt 1 lb 8 oz (680g)Net wt 1 lb 8 oz 680 g500 ml (1 pt 0.9 fl oz)Net contents 1 gal (3.79 L)<<<<<<<<<<For additional info, please refer to the following link for detailed info on what US FDA agrees to : http://www.fda.gov/Food/GuidanceRegulation/GuidanceDocumentsRegulatoryInformation/LabelingNutrition/ucm064877.htm#includedView above, I presume that the value of the grocery contents shown in Metric system is its Net Weight (not mass) and makes it easier to understand for people from countries that follow Metric system.Let me know if I am wrong.Warm Regards,Ravi Sudame.",0.0,1,0,0,0,0.0,0,0,0
"The course is amazing. No, wait, probably I would say THE TEACHER is AMAZING! I loved the way he explains the material, I love the music and graphical part, the jokes. I am very grateful for the CALARTS to share their knowledge with the rest of the world and cant wait to start the next course from the specialization!",0.0,0,1,0,0,0.0,0,0,0
"Definitely not for a beginner.Wish there were more visuals, and assignments to do alongside the professor. Instead, it is a lecture from Power Points, that dont really line up with the assignments very well.If you have previous knowledge in another language, youll do fine, but if youre truly looking for a beginner course, look elsewhere. Many assumptions are made by this professor that makes it less approachable by a beginner, IMO.",0.0,0,1,0,0,0.0,0,0,1
"I enjoyed the course but I think that it could have been more informative and a bit less repetitive. It would have been nice to have had some concrete examples of balanced Nordic meals. The course failed to mention dairy products. This said, I really think that the concept of the New Nordic Diet is great and should be adapted and adopted in other parts of the world!",1.0,0,0,0,0,0.0,0,0,0
"I paid to get a certificate and did achieve good marks on the tests and assignments up to week 4 if memory serves. And still, I dropped out before the end of the course. Why?- the tests trip you on little bits of trivia, as opposed to assess your understanding of key concepts. Another course, “learning how to learn”, has the best tests in that regard;- the modules are too long. When you do this in addition to working, it becomes a chore;- the assignments: instructions are tedious & confusing. As for the assignment themselves, I couldn’t shake the feeling that I was a test subject with data being gathered in the back. Not what I signed up (and paid) for.So it’s a pity and I do regret having had to stop attending this online class. I was attracted to the topic, I enjoyed the personality of the host, but all the above made it a chore.",0.0,0,1,0,0,0.0,1,0,1
"I have no foundation in criminology of any kind and thus, this was heavy stuff for me. I like how the videos paused at certain intervals to check if I understood what was being mentioned. Its also good to have online simulation for me to get things going.I appreciate the inclusion of real life examples where I have heard of some of them before via newspapers. This brings it easier to be able to understand a little more.",0.0,0,1,0,0,0.0,0,0,0
Its seemingly a great course for K-12 teachers but lacks relevance for higher education.,0.0,0,0,0,0,0.0,0,0,1
"Overall fantastic course with great content and homework assignments. The difficulty level was a little low, and the amount of work we were required to do was a little less than I wanted / expected. Sometimes the peer grading was not accurate, and I wish there had been more feedback in the discussion forums.",1.0,0,0,0,0,1.0,0,0,0
"This is a very helpful machine learning course for absolute beginners, basically you learn from ABC. You dont have to worry much about the linear algebra backgrounds because the professor will tell you what to know and what is advanced(optional), so you can choose to skip or learn, based on your level. I felt a sharp stop when finishing this course, because I know there are more complex principles behind it to discover, this is not included in this course, which may be a advantage for absolute beginners. All in all, I highly recommended this course to all of you who are still hesitating whether join in this course or not.",0.0,0,1,0,0,0.0,0,0,0
"the quality of the lecture is poor - slides are dense and full of bullet points which the professor LITERALLY JUST READS OUT on videos. I did a google search, and found almost all of the analytical charts he presented, readily available on the internet. What exactly is the point in the lecture then? Instead, why dont you compress some valuable learning nuggets into half the course time, instead of hearing you ready through your ocean of bullet points, and needlessly underline (in red) the current bullet point your reading. Seriously, this is one the poorest quality lectures Ive ever done!The quality of peer assignments to grade are a joke. Classmates are simply copying bits and pieces of the lecture material to make up the market sizing memo.I seriously doubt the learning value in this class, and the quality of instruction.",1.0,0,0,0,0,0.0,0,0,1
Accurate and clear.,0.0,0,0,0,0,0.0,0,0,1
"Interesting, very complete and really good explained, very participative, Im really happy to had the opportunity to learn with this course and amazing professionals",0.0,0,1,0,0,0.0,0,0,0
"Easiest accounting common sense. If you ever took acct , this will be a wasting of time.",0.0,0,0,0,0,0.0,0,0,1
The tips and principles are quite useful even for a different cultural background. I recommended this course to a friend who just had her baby back then.,0.0,0,1,0,0,0.0,0,0,0
Only 2 * because of technical issue that i faced in most of the videos are not loading properly . they will stuck somewhere and only audio will be continuing . so i couldnt finish the course. apart from that teaching is really good.hope you guys work on it to fix it.,1.0,0,0,1,1,0.0,0,0,0
"I am not native in the language of the course, but the way it was presented and practical exercises as a way of learning helped me a lot to go on absorbing the knowledge presented. So far the course has been very simple, very well explained and following it step by step, what motivates me a lot to go on.",0.0,0,1,0,0,0.0,0,0,0
"I signed up for this course hoping for a good introduction to OO programming and Java only to not be able to verify if I have even learned anything. Of course I can access the course material, but the fact that cannot even manually check if my answers are correct with certainty makes all of this less efficient than simply learning it by myself.",0.0,0,0,0,0,0.0,0,0,1
"A good introductory course to AR. In some parts of the course, the lectures go over the code for an extended period of time jumping across different lines of code and it is quite hard to keep track of this. Thankfully, the transcript helps. However, it would be better to explain the code in templates or another way which makes it easier to learn. Overall, this course is definitely recommended to understand the basics of AR.",1.0,0,0,0,0,0.0,0,0,0
"Professor Cetinkaya-Rundels explanations are clear and she gives many examples, the quizzes are fair and I think it is an excellent idea to have a lab in R to get students familiar with that tool.I recommend that students read the book chapters and do the practice problems there, its very helpful.My one criticism is that the amount of R taught in the course is not really enough to do a good job on the capstone project, because the data in the given database is formatted very differently. I think maybe the course staff could reformat the database to make it more user-friendly for beginning R users, but in the meantime you may want to study a little R on the side at, say, DataCamp.",0.0,0,0,0,0,0.0,0,1,0
"I learned a lot. This is a great introduction to photography. When I first saw the course content I thought it might be just a bunch of stuff I already knew. However, I was learning new things from the beginning. The peer reviews and feedback were a bigger influence on my experience than I expected as well.",0.0,0,0,0,0,1.0,0,0,0
"The lessons are sometimes completely disconected from the graded assignments. There were some graded assignements that dealt with things I have never heard about and I completed it without even looking the lessons videos. Some of the lessons are disapointing of the lack of assistance to the required software/code to be used. In such a way that the concept worked is very simple, but if you have no experience on the software or code you can have a hard time to complete the assignements with irritating details which are not explained at all in the lessons. The lessons serves more as a guide to what you should search in google and learn through other source of information. I did not expected such poor course from a paid one; I have doen free courses way better than this course. Don´t pay or this course, find some other course free or other paid course with better reviews.",0.0,0,0,0,0,0.0,0,0,1
Good information on data analyst.,0.0,0,0,0,0,0.0,0,0,1
FANTASTIC course!!! No better place to learn Cryptography. Prof. Boneh has amazing ability to explain difficult concepts in an easy way. Dont get me wrong - its not super easy topic but the way you are guided step by step makes it the best Crypto course on Earth! EXCELLENT JOB!!!!! THANK YOU SO MUCH!!!!!!!!!!!!,0.0,0,1,0,0,0.0,0,0,0
Nice Description with good exercises.Please provide a course for Angular 2 also,0.0,0,0,0,0,0.0,0,1,1
"The three stars are because the parts actually giving information had value and I learned some interesting things. The 2 stars were removed because of the truly obnoxious plugging of the profs own book and research project. He goes on and on about how fantastic it is how we can all participate in scientific research, but if I am SUPPLYING DATA, why do I have to pay for that privilege!? If it were really about the research he would want my data whether I paid for it or not. The course felt mostly like one big plug to make money. To make this course worthwhile you have fast forward a lot through the sales raps, which includes a few lectures in their entirety. Its also much better at twice speed, but most classes are. :)",1.0,0,0,0,0,0.0,0,0,1
"Very fun with an amazing teacher ! In that conditions, Mathematics are pure pleasure. Take it and enjoy.",0.0,0,1,0,0,0.0,0,0,0
"I was quite disappointed in the capstone; I have not found the quality of the questions to be very high, and more than once there has been a disconnect between the question asked and how the reviewer is asked to grade it. I understand there are some limitations in working with such a large and diverse group of students, but peer-reviewing is not productive or particularly helpful, and I expected more interaction with the professors for a capstone (especially one that comes at a cost).",0.0,0,0,0,0,0.0,0,0,1
"I am working through this course as a quick revision before graduate school, so the material is quite simple for me. However, I absolutely love the way it is presented. Suddenly, sequences and series dont appear to be as daunting or abstract as it was!",0.0,0,1,0,0,0.0,0,0,0
"This course was one of the most useful of my undergraduate and graduate career. I have been a long time Buddhist practitioner, primarily in the Zen tradition and found it difficult to integrate, both in my own practice and through understanding popular literature. This course provided much of the intellectual background that I have wanted for a long time. I am particularly interested in the discussion of Buddhist Meditation as a religious vs. secular practice, and the cultural content of the various practices one encounters.David Germanos lectures are incredibly information dense. I learned to download the transcript and outline and highlight them as well as listen to the audio. Now I wouldnt cut out a thing.I particularly appreciate the many guest lectures, interviews and guided meditation sessions.All of my questions are not yet answered but I have some clearer understanding and ideas for moving forward.",0.0,0,1,0,0,0.0,0,0,0
This is a good series course to coach Agile process with generic pro,0.0,0,0,0,0,0.0,0,0,1
"Extensive and lenghty, its academic and practical approach makes it great for new meditators. Also the inclusion of traditional and new advocates for it complete the worldview it presents. It transformed my mind.",0.0,0,1,0,0,0.0,0,0,0
"This is one of the best series of courses I came along in online MOOC platform, such a brilliant course, this whole specialization is brilliant, such a interesting projects, Im disappointed that I live in country that isnt that much wealthy to help this Specialization and to be able to do Capstone Project , but I wish all the best hope to finish all in time, this is in my top 3 online MOOC Courses and I saw a lot of them.I wish all the best to this team and people that made this possible.",0.0,0,1,0,0,0.0,0,0,0
"Great course for learning the theory and techniques. Its difficult to master the new techniques/theory in only a week, but it builds a great foundation. After completing this course, the students should understand that theres still a lot of practice and time that needs to be put in, if playing fluently and effortlessly are the end objectives. I thoroughly enjoyed this course and plan on continuing to build upon what I learned.",0.0,0,1,0,0,0.0,0,0,0
"Nothing much to learn, the videos were rather short. Theres no lecture on computing the angles and the full features of the framework. The framework wasnt updated for Swift 3.",0.0,0,0,1,0,0.0,0,0,1
"It is very interesting, but we have to face problems with Teradata, I have not been able even to log in, and a lot of students are in the same situation, and the problem persists, even in the duedate of the test.",1.0,0,0,1,1,0.0,0,0,1
"The problem sets are great and probably worth the price, but the lectures become very hard to follow after week 3 and the discussion forums are very disorganized - its hard to find useful information. Some of the lectures have slides available, some dont; some of the lectures have somewhat-useful subtitles/transcripts, others have incomprehensible garbled messes (I dont know if theyre machine-generated or just transcribed by someone with no understanding of the material/vocabulary - logarithm != algorithm!).I really like the problem sets, but some of the lectures are pretty rough, just a guy talking in front of some pseudocode for 10 minutes. The instructors seem friendly and engaging, though.",0.0,0,1,1,0,1.0,0,0,0
"Guys, Im flying overseas on Feb 17th to a life changing interview, and although I worked in companies like BearingPoint, CSC and IBM, interviews in Brazil are not even close to the process Im going through. The methodologies that you cover in this course matches, at least so far, the phases that Ive passed. I feel much more self-assured now.",0.0,0,1,0,0,0.0,0,0,0
"A lot of this stuff is basic and common knowledge among my own social circle. The reason I kept watching is because of the teachers exceptional diagrams that beautifully explain complex topics in a simple way. As a teacher trying to introduce my own students to sustainable living, the instructors style has given me so many ideas on how to communicate these concepts to my own students.Thanks so much for your hard work! I will take your other class and hope to see others from you in the future, hopefully something about GMOs or food access in areas of strife and the long term effects on child development in those areas.",0.0,0,0,0,0,0.0,0,1,0
"It accomplishes the main goal: help with the leap from C to C++, but:- Its damn slow. I had to use the 1.5x or 2x speed all the time, and Im not native English.- The format of the slides is really ugly (e.g., those bullet points in the code)- No lecture notes are provided- The references are to his (expensive) books instead- No source code of examples is provided either- Graph theory is interesting, but out of scope. Waste of time for those who already know it are not interested in and just want to learn C++. It would be better to provide references for optional reading or reviewing.",1.0,0,0,0,0,0.0,0,0,1
"It was an amazing experience. I like the way it is taught, because it allows to understand useful techniques for approximation without getting rid of the beauty of mathematics. This course has opened my mind to new borders on knowledge. Thank you!",0.0,0,1,0,0,0.0,0,0,0
"I liked the course, with its many different speakers and approaches.The one thing I missed the most was seeing the models in action. Even if the course isnt aimed at scientists or programmers, there are free online simulations where one can adjust model constants to see the effects interactively without any knowledge required.See NetLogo at http://ccl.northwestern.edu/netlogo/, for which there are forest fire, disease spread in networks, cellular automatas and many other interactive simulations. Insight providing questions may involve finding the value of a parameter such as the epidemic cant spread, for instance.For more formula oriented optional exercises, I would recommend something similar to Differential Equations in Action from Udacity. Its a relatively easy course implementing the SIR model, physics and ABS. An exercise could be modify the simulation to consider X% germs get resistant after each antibiotic treatment (either in NetLogo, or Python).",1.0,0,0,0,0,0.0,1,1,0
"Good class, good lectures. The plot devices taught are very specific, but helpful for beginning writers for whom conflict, and movement are not easy. Im a beginning writer and I struggle with finishing a story because at some point I just think, well now what? whats supposed to happen?The class helps you push the characters into conflict, and make choices, which is the heart of a good story.My only complaint - the assignments were so structured that they were tedious. the peer reviews in this class were also painful. Reading other peoples work, I felt like perhaps we needed less structure and more space to practice simpler techniques.But overall, im using what Ive learned in my writing, and its definitely helped!",0.0,0,1,0,0,0.0,0,0,0
"This is a very good course on classification as previous two.Good explanation on topics like logistic regression, stochastic gradient descent. The assignments are well designed.However the decision tree part should introduce entropy and gini which are mainly used for choosing the splitting feature. Also the random forest is worth discussing.Overall, this is a good course which contains a handful of knowledge.",1.0,0,0,0,0,0.0,0,0,0
"Excellent course, professor tobias teachs so good!",0.0,0,1,0,0,0.0,0,0,0
The information was very helpful. I would have benefited from quiz explanations I kept getting the same two questions wrong on quiz 2.,0.0,1,0,0,0,0.0,0,0,1
The course is for people having advanced knowledge in embedded architecture and knowledge. Until 3rd week is perfectly alright. But from 4th week the course changes to advanced knowledge. I do not think an intermediate could easily grasp enough knowledge from the 4th week. Kindly do the needful to change it.,1.0,0,0,0,0,0.0,0,0,1
"Not as detailed as I would have liked. However, I did indeed learn a few things. In this case, it may have been because Im a professional developer, just not a web developer. I sort of wanted more, but perhaps its inappropriate for me to ask. Nevertheless, I do feel the course was rather week overall.",0.0,0,0,0,0,0.0,0,0,1
"Although still very good and insightful, I found that this MOOC was the less strong of the specialization and the three first MOOCs were the ones that taught me the most. Especially, I found this one was missing a peer-to-peer assignment. In MOOC 4 we were told to write various tweets corresponding to different parts of the Maslows hierarchy. Logically, I assumed that the next peer-to-peer assignment will be about the results and how to interpret them and where to go from there. But no. Furthermore, we could have been asked to prepare a Business Plan to defend the project as taught in this MOOC. No again.",1.0,0,0,0,0,0.0,0,0,1
The peer reviews should be anonymous. I graded a students work and gave him a 0 on both questions in the peer to peer review section. My answers deserved a 10 and I ended up with an 18/20 because this person graded me badly too. You should come up with a way to encourage fair grading without penalizing the person who graded someone elses assignment badly.,0.0,0,0,0,0,0.0,0,0,1
"The whole course has very little about excel, rather about aweful a lot of data models. The course title is very misleading.",0.0,0,0,0,0,0.0,0,0,1
"Great course. Not only is the topic interesting and the lectures informative and clear, but the lecturer is thoroughly engaged, obviously loves the subject and his enthusiasm is infectious. Really well put together by the team at University of Amsterdam. I found the readings interesting and the regular tests were challenging. I feel like this stretched my brain, in a good way. Can we follow on course about the modern greats of sociology? Please?!",0.0,0,0,0,0,0.0,0,1,0
"Fair. I liked the lectures, though being non-native english speaking i had to look some termanology, as some of it was not explained futher than a brief staint of the right side of the page. Previous knowledge with MATLAB helped a lot, as I figured out a lot of the workings, but people starting from scratch might have more difficulties, as I struggled quite a bit with the read and write. I figure maybe it wouldnt be bad to have more throwbacks to previous stuff in the tests, as to really make it connect. Some of it sits pretty loosely in the memory.But overall, I was quite happy with the course! I really liked the assignments - If anything, consider putting in a assignments at the end, that might be a bit bigger and incoorperates more different things from the various courses, and let the course-goer try out what they learned, and maybe have some tools for help, such that everyone walks away with the feeling of having written a program :)",1.0,0,1,0,0,0.0,0,0,0
For a beginner like me its totally going over the head. I mean i get the logic but if you guys can please give more code...I am learning data structures for the first time and it is bit difficult for me to grasp it all and write codes in a week...,0.0,0,1,0,0,0.0,0,0,1
"A list of research papers to read further thats it. The course is too short to cover the subject so it covers nothing in the end.The programming assignment have no help, whatsoever its do it any language. The 2 programming assignment doesnt have much to do with the course. We dont even talk about the algo to use to do it. It looks like coursera has asked the professor to add a programming assignment to the course and he had 3 minutes to choose what it could be.It shouldnt be advertised in coursera as it is.Ah, forgot to mention that no one replies to the forums,actually no one uses them.I think the subject is very interesting but this course gives a really bad advertising to Coursera, the university and the professor.It needs more work before its deployed on the platform.I am going to try another Coursera course in the same kind of subject I hope it wont be the same.",0.0,0,0,0,0,1.0,0,0,1
"I loved this course.I followed this course to prepare myself for teaching a similar course at the HZ University of Applied Sciences in the Netherlands.This MOOC suits me perfectly to flip the classroom. Students study the videos offered by professor Page before they come to class. In class, I organize workshops that take about three hours during which the models are discussed and applied in groups of up to four students. Having a big classroom available with whiteboards all around the walls is a big plus. Standing really makes peoples mind moving.At the end of each workshop, students have to do an assignment that closely relates to the topics that arose during the workshop. Together, all these assignments make up the portfolio wherein students keep track of their learning process and reflect on their learning experience.I wish everybody a happy thoughtful day,Frank PeetersSenior Lecturer at the HZ University of Applied Sciences in the Netherlandsfrank.peeters@hz.nl",0.0,0,1,0,0,0.0,0,0,0
Thank you for giving me the tools to understand the learning process. I loved the course was very important to my life.,0.0,0,1,0,0,0.0,0,0,0
This was one of my first online courses and I think the lecturers did an excellent job of conveying the material especially through this medium. They were also quick to respond to any questions that I had about lectures. I loved the material they presented as well. Great Course. I would definitely recommend it.,0.0,0,1,0,0,0.0,0,0,0
"A great lectures, I really like the attitude of this professor. He is really into his subject and I appreciated his resolution, when it comes to reducing the legacy of his favorite sociologists, into just one crucial point.Not five stars for quizzes, the parts concerning reading of classics could be much more motivating, in the aspect of the actual reading and anderstanding.Wish the course from University of Amsterdam on modern authors to come sooner.",0.0,0,1,0,0,0.0,0,1,0
"Thanks a lot Maya, I am cooking your recipes and my famly love them. I adjust them to ingredients in my country, I from Peru. The knowledge is great to complement my work. I am a doctor, i got a certified speciality from ACSM, so the course is important for my family and my patients. Greetings.",0.0,0,1,0,0,0.0,0,0,0
I learned a lot and had fun at the same time,0.0,0,1,0,0,0.0,0,0,0
"Prof. Schiller provides a full picture on financial markets. Dont expect only mathematical finance to be taught. He places great emphasis on the behavioural side as well. As somebody who studies management, I have grasped an unreal amout of knowledge regarding financial markets.I encourage people of all professions to take this course, as it will deepen your understanding and passion for the markets.",0.0,0,1,0,0,0.0,0,0,0
"Very very basic course. Learned about HTML ,CSS in initial classes. Then it was completely JavaScript. But there was no details about how to use JavaScript for web programming. Projects and Quizzes are kind of ok difficulty.I will recommend this course for the people who are not aware of programming.",0.0,0,0,0,0,0.0,0,0,1
"This course is full of great ideas on how to effectively learn and understand different subjects, its helpful in every area of life, Im happy that I took part in this course and grateful to the people that put this materials together and also to the nice and wonderful Barbara Oakley and Terry Sejnowski that delivered this course. It will surely help me in life going forward.",0.0,0,1,0,0,0.0,0,0,0
Splendidly covers path finding basics. Enjoyed the course.It would be great to go into advanced algorithms useful for programming challenges (like SPOJ) with the same instructors.,0.0,0,0,0,0,0.0,0,1,0
"A nice and informative course. The only negative side were the problems with the automatic evaluation of the R assignment. In my opinion, the question should have been automatically removed and/or all submittions reevaluated, or all students should have been notified about the need for manual resubmission. As it was, some (like myself) were left with fewer points that they should have received just because they did not check the discussion forums every day (mainly because of other obligations).",0.0,0,0,1,0,0.0,0,0,1
"Overall, very good course. The only thing keeping this from being a 5-star course is the lack of resources around comparing completed programming assignments.",0.0,0,0,0,0,0.0,0,0,1
"An excellent introduction to graphic design. The videos were useful to clearly show the concepts. There were a number of assignments, many of them optional, which allowed you to practice and integrate the learnings. All material was taught at a level that made it accessible to a true novice.My only hesitation on giving this course 5 stars was the lack of any presence of teachers/tutors in the course discussions. There was a lot of questions about the final marked assignment, with many posts on the discussion boards. There was no response from anyone other than the participants in the course. The issue was not clarified and students were left to interpret (and peer review based on that intrepretation) the instructions on their own.",0.0,0,0,0,0,1.0,0,0,0
Excellent course. The high level modeling language that is presented is very powerful and relatively simple to use. Maybe a couple of more lecture specifically dedicated to the modeling languange itself would allow easier kick-in to the course.,1.0,0,0,0,0,0.0,0,0,0
"I just have to say a huge THANK YOU.This is by far one of the best courses I ever attended. Lessons are flawlessly prepared and one learns without an effort, and yet -oh!- learns and develops so much.I hope this course will stay active on Coursera forever. It s an immense value to any artist or person interested in art. THANK YOU.",0.0,0,1,0,0,0.0,0,0,0
"The instructor might be a good web developer, but neither she nor anyone else on her team know how to write a parser. Unfortunately, that is exactly what they attempted to do for grading Final Projects.Unless you are ready to suffer through several hours of tearing your hair out because their parser does not accept perfectly written code, dont take this course. The only thing youll learn through the experience is that some people should stay as far away from writing autograders as the planet would allow them.Additionally, the information presented in this course is available in several better structured and presented versions both on Coursera and other MOOC platforms. So you dont need this course in particular in order to learn the material.",0.0,0,0,0,0,0.0,1,1,1
"The lectures have basically no training or necessary teachings for the math needed for the quizzes. You spend way more time looking for resources about how to answer the quiz questions than the lectures will take to review. Even then you only given the necessary breakdown of the math involved after you answer the question correctly, which doesnt help in anyway when you are stuck.All this course did for me was help me find other courses which do a better job of going over the course materials.",0.0,0,0,0,0,0.0,0,0,1
It is a great course. But explanation could be made simpler in proof part of the course.,1.0,0,0,0,0,0.0,0,0,0
"This review does not reflect the course content. The new Coursera UI makes it impossible to download transcripts or slides of the videos. Without these features, following the lectures is significantly more difficult, and I cant rate this course any higher than 1 star. I would rate it zero stars if that was possible.",0.0,0,0,1,0,0.0,0,0,1
"This was a great overview into the history and current techniques in ML. I am an engineer in process control, so there are areas where I see this could be used. I like the fact that NNs found a place finally which is working well. Obviously the purpose of the course was not to delve too far into the maths, and as such sells the software which is a tad costly. Point however is the purpose of the course met the intent, and I found it really interesting and worth the time ! Thanks for this",0.0,0,1,0,0,0.0,0,0,0
"Fantastic course. Im not very good at actually completing MOOCs (something about not having to answer to anyone, I suspect!) but the reviewing of classmates work was done nicely, enough pressure to mean the assignments actually got done, without requiring an unreasonable amount of time. Douglas is a fantastic teacher and really inspiring; the course has revitalised my writing in just the way I needed!",0.0,0,1,0,0,0.0,0,0,0
"Best online course I have encountered so far. I believe this is the best course for someone who is a beginner in ML or is trying to figure out if he/she is interested in it. For engineering student and CS students math is really basic and unchallenging. Most topics are explained conceptually and through many examples. Math shown here is just enough to explain what is really happening in the algorithm and what is behind all of it. I believe this is the best starting point for someone who is new to machine learning, and this course should give them enough knowledge to continue in their desired direction.Many thanks to fantastic professor Ng, who made this course a really enjoyable experience.",0.0,0,1,0,0,0.0,0,0,0
I really learned a lot! But its hard and requires huge amount of time to master.,0.0,0,1,0,0,0.0,0,0,1
Honestly one of the most insightful and enjoyable courses (not just from online videos) that Ive ever taken! Andrew is seminal in his field and its such a privilege to have been able to learn from him directly. Now that Ive finished the course Im super excited to go play around with these new algorithms. Kaggle here I come!,0.0,0,1,0,0,0.0,0,0,0
"The instructor does an excellent job, but realistically there is no way to be proficient enough in a 3D software program after a week or two to earn a certificate. The certificate is worthless in my opinion. I liked the class but it seemed more like intro vs. a class of any proficiency required.",0.0,0,0,0,0,0.0,0,0,1
This is an amazing course. Its both joyful and useful in terms of information and the way it presents. Im very thankful to Rices professors and Coursera team for an opportunity to study this course. Im about to use the knowledge Ive got here to pass the exams and enroll in university. Though I still didnt complete the whole course because I have to concentrate on some particular themes for the exam I definitely will continue learning here after exams or even sooner. Can absolutely recommend this course for beginners and for the ones who have some misunderstanding in some particular fundamental topics in programming on python.,0.0,0,1,0,0,0.0,0,0,0
"I signed up to audit this course, but ended up enrolling in the specialization because this course is so phenomenal! Great coverage of topics and very well explained. Assignments are relevant to the course content and I also liked that I could download the whole course from one repo instead of having to download each module separately...its the little things! I highly recommend this course; you will not be disappointed!",0.0,0,1,0,0,0.0,0,0,0
"First contact with GNU Octave (not with programming) and I finished the course and the programming exercises so the course must be well designed. The lectures were punctual and student time was expended with efficiency. Just note the audio is a bit low quality at times, Im not native of the language and I need the subtitles (in english, as the errors in translations to my natural language makes preferable to use the english subtitles so I can compensate for the times when I cannot understand the audio). Subtitles seems automated (pardon me if they arent) but the accuracy for english is superior.",0.0,0,0,1,0,0.0,0,0,0
